CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;12;3;34;12;1;250;13
01:00;9;3;28;11;1;230;10
02:00;17;4;30;9;1;240;19
03:00;38;2;44;17;3;440;42
04:00;32;1;32;15;5;370;39
05:00;29;1;31;15;3;390;35
06:00;31;1;33;15;16;390;55
07:00;47;3;50;23;56;580;133
08:00;35;8;52;15;17;420;61
09:00;22;26;71;15;4;320;28
10:00;;;52;9;;;
11:00;;;42;7;;;
12:00;8;18;48;8;1;250;9
13:00;11;14;47;6;1;250;12
14:00;8;7;39;5;1;220;9
15:00;7;3;32;5;1;190;8
16:00;8;3;30;5;1;210;9
17:00;7;3;27;5;0;180;8
18:00;8;3;24;5;0;200;8
19:00;11;4;28;5;1;220;12
20:00;14;4;34;8;1;230;15
21:00;26;4;40;9;1;280;28
22:00;31;4;46;17;2;320;33
23:00;16;4;37;12;1;260;18
