CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla;Tlenki azotu
00:00;1.33187;24.3456;9.541;46.1018;29.1797;3.75312;430.934;231.846;30.1
01:00;1.15486;11.2484;6.27656;31.0213;24.0745;0.867358;282.927;220.846;12.5801
02:00;0.998655;7.75756;3.45696;34.1793;23.4115;0.925845;223.696;222.908;9.18507
03:00;0.954976;7.66475;2.33089;36.4503;26.5054;0.661256;231.094;229.835;8.68768
04:00;0.748703;9.15158;1.80923;37.8891;27.8006;0.739194;257.109;241.762;10.2882
05:00;0.604992;10.6873;1.70062;31.928;23.797;0.895415;260.84;254.174;12.0593
06:00;0.602345;12.0344;2.0309;29.9672;22.4051;0.783532;206.208;258.948;13.2385
07:00;0.585142;11.0826;2.09149;23.4973;17.834;0.833065;179.679;259.061;12.3537
08:00;0.642807;13.4712;1.69988;22.4788;17.1076;0.828216;183.575;228.141;14.7418
09:00;0.729713;16.5251;1.92598;25.3398;19.0759;1.73575;199.797;217.75;19.1853
10:00;1.03744;18.0247;1.59052;29.691;22.2618;2.96128;236.783;219.386;22.5771
11:00;1.32857;17.683;1.6053;32.965;24.5555;3.54737;286.296;226.286;23.1149
12:00;1.53402;18.8531;1.59274;42.1374;31.1335;4.48158;302.9;232.01;25.7293
13:00;1.39104;18.2601;1.24324;49.3307;36.2142;4.22387;314.98;238.777;24.7468
14:00;1.76326;20.1529;1.32674;50.1225;36.7474;4.96964;339.138;255.394;27.7815
15:00;1.83306;23.9497;1.69027;45.4142;33.471;6.34515;375.958;279.928;33.68
16:00;1.89606;24.5751;1.49077;47.2567;34.8229;5.5301;385.932;305.223;33.0598
17:00;2.14543;22.9767;1.36664;47.8061;35.0711;3.19855;360.555;325.318;27.8889
18:00;2.35472;20.0504;1.33043;43.9305;32.2552;1.68345;351.4;339.645;22.6276
19:00;3.52496;18.6146;1.80702;46.1082;33.7065;1.03259;374.111;350.622;20.197
20:00;4.67396;31.2574;1.30309;73.8755;53.0807;10.3151;659.752;395.228;47.0789
21:00;5.20383;33.0423;1.67106;84.4982;61.1155;8.9209;584.94;428.973;46.7245
22:00;5.02121;33.7384;1.67402;116;82.9725;13.3498;780.035;484.085;54.2128
23:00;4.12073;31.2547;1.47452;111.715;74.2602;11.3318;715.566;526.536;48.6343
00:00;4.02153;38.2302;1.77229;90.9542;65.5263;14.9931;670.244;562.075;61.2335
01:00;4.04231;40.7607;1.48117;94.4546;62.8876;21.9475;683.959;602.501;74.4322
