CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;3.24343;27.612;2.52608;38.4452;21.5018;32.8488;720.094;542.125;78.002
01:00;0.7546;30.0203;2.76031;34.368;19.7896;45.4729;808.676;594.211;99.78
02:00;;16.0703;3.71126;22.0904;14.3434;2.41925;371.847;450.298;19.788
03:00;;10.9902;4.64596;21.2512;13.7927;2.02776;362.963;445.886;14.0956
04:00;;13.9878;4.40729;18.3563;12.0578;2.97791;312.982;430.36;18.5471
05:00;3.48208;13.8995;4.31272;19.707;12.8433;2.36237;293.539;398.609;17.5332
06:00;2.63656;23.1043;4.23957;22.4752;14.4559;9.73734;372.714;380.441;38.0315
07:00;4.88446;25.3324;4.4834;19.6065;12.5575;12.7322;358.976;354.316;44.8646
08:00;;33.4887;4.19819;21.2836;13.3564;22.2347;486.716;367.905;67.5953
09:00;2.69282;29.1531;4.47158;16.5018;10.6288;17.7777;399.457;369.899;56.4404
10:00;1.08531;16.336;5.4063;25.729;12.0902;6.84776;335.288;365.329;26.8484
11:00;1.25748;18.5322;5.7055;27.4786;14.4934;6.61672;335.686;361.92;28.678
12:00;1.5899;18.7166;4.51517;26.4656;12.8073;7.24992;352.109;366.811;29.8306
13:00;0.329571;20.7576;5.02796;25.7434;11.8677;8.72796;389.923;378.859;34.1508
14:00;0.8029;24.4147;6.9018;31.6556;12.992;7.81384;415.893;384.256;36.4012
15:00;0.983031;33.5593;8.2;26.4702;11.6177;11.9546;373.888;386.12;51.897
16:00;;22.4012;6.5323;21.899;12.2915;5.0067;388.289;373.817;30.0862
17:00;;23.845;3.90633;19.7149;12.4255;5.37492;391.985;372.883;32.0773
18:00;0.668801;34.8798;3.51398;21.6218;13.0713;5.07113;412.301;382.509;42.6567
19:00;3.43379;23.7021;3.16818;21.603;13.7686;3.64124;395.739;390.016;29.3024
20:00;1.12111;29.7131;2.61401;27.1678;16.9712;5.26442;464.629;404.081;37.7934
21:00;4.47932;27.7879;3.13345;34.3242;20.1578;7.42034;574.903;427.203;39.1719
22:00;1.80013;26.6959;2.65465;37.3802;20.7456;17.6946;628.622;453.795;53.8398
23:00;4.42761;28.7572;2.66056;40.7984;21.3032;37.9247;748.724;500.649;86.9427
