CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;2;15;11;56;2;410;20
01:00;1;14;15;28;1;430;17
02:00;3;36;19;96;2;680;39
03:00;3.1;38;17;77;7;680;48
04:00;4;34;16;135;7;530;44
05:00;1.9;34;15;84;10;520;51
06:00;1;40;11;37;19;580;70
07:00;1;39;15;42;16;480;64
08:00;1;37;25;33;18;480;66
09:00;1;24;22;19;13;390;44
10:00;1;18;12;27;10;;34
11:00;0.1;24;10;47;10;490;40
12:00;1;25;13;22;11;410;43
13:00;1;22;10;13;11;450;39
14:00;1;37;24;11;19;580;67
15:00;1;24;33;8;13;410;45
16:00;1;19;15;44;7;400;31
17:00;1;24;7;33;7;400;35
18:00;1;35;9;24;10;550;50
19:00;1;36;13;18;7;510;48
20:00;1;32;11;31;8;530;45
21:00;1;34;11;47;7;590;46
22:00;1.1;33;13;40;7;580;45
23:00;2;25;12;39;4;540;31
