CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;1.5;37;2;37;7;540;46
01:00;1.5;30;2;37;6;580;40
02:00;3.6;28;4;37;3;850;32
03:00;2.9;21;4;37;2;;24
04:00;1.6;16;3;37;3;550;19
05:00;2.9;18;2;37;4;480;24
06:00;1.5;18;2;37;7;500;28
07:00;2.3;32;3;37;37;740;88
08:00;2.2;49;3;37;22;750;83
09:00;1.5;37;3;37;18;650;64
10:00;1.5;38;3;37;14;650;58
11:00;1.5;42;2;37;16;680;66
12:00;0.9;30;2;37;6;550;39
13:00;1.2;39;2;37;12;630;55
14:00;1.5;37;2;37;11;550;53
15:00;1.1;45;2;37;18;700;72
16:00;1.5;37;3;37;12;630;55
17:00;1.5;44;3;37;15;650;67
18:00;1.5;46;1;37;17;630;71
19:00;1.1;40;1;37;12;590;57
20:00;1.5;43;3;37;13;610;61
21:00;1.5;48;2;37;20;630;79
22:00;1.5;33;2;37;20;630;62
23:00;1.5;36;2;37;10;650;51
