CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;26;16;121;92;3;560;29
01:00;22;14;97;73;1;610;24
02:00;22;15;96;73;1;600;24
03:00;24;16;95;71;1;610;26
04:00;22;16;95;72;1;630;24
05:00;23;15;102;75;2;610;25
06:00;30;15;108;78;4;700;35
07:00;42;18;115;84;7;760;53
08:00;38;16;116;83;6;;46
09:00;41;18;149;100;13;810;61
10:00;35;15;130;96;11;670;52
11:00;;;99;75;;;
12:00;25;28;106;70;5;380;32
13:00;31;44;99;65;8;380;43
14:00;40;59;101;70;9;470;54
15:00;24;36;70;50;6;310;33
16:00;18;19;70;51;1;310;20
17:00;17;19;69;50;1;250;19
18:00;37;14;88;60;5;350;45
19:00;61;13;109;78;7;540;71
20:00;62;14;124;93;11;730;78
21:00;36;8;143;108;4;750;41
22:00;58;17;172;130;15;1090;80
23:00;24;16;102;76;2;430;26
