CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;19;1;31;17;2;350;21
01:00;14;1;22;15;1;340;16
02:00;27;2;44;31;11;540;43
03:00;22;2;42;31;6;470;30
04:00;17;1;38;29;5;430;23
05:00;14;1;38;28;9;430;28
06:00;14;2;38;28;19;430;43
07:00;31;1;40;28;33;580;80
08:00;42;2;45;26;30;570;88
09:00;42;2;44;24;20;540;72
10:00;37;1;42;20;12;480;54
11:00;36;30;35;18;8;430;49
12:00;35;52;25;14;8;350;47
13:00;16;17;22;14;2;320;19
14:00;20;16;24;14;3;340;24
15:00;24;9;22;13;4;350;30
16:00;22;9;22;14;3;340;26
17:00;21;4;26;15;3;370;25
18:00;22;12;33;21;2;420;24
19:00;27;12;38;22;2;430;29
20:00;26;8;54;33;2;520;29
21:00;24;4;38;23;2;420;25
22:00;22;2;36;24;1;400;23
23:00;24;2;42;26;2;420;26
