CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;0;34;7;41;11;250;52
01:00;0;28;8;30;8;;40
02:00;0;20;4;18;1;250;21
03:00;0;18;3;10;2;230;20
04:00;0;15;3;11;1;230;17
05:00;0;24;3;6;6;290;33
06:00;0;34;2;28;13;390;52
07:00;0.5;30;4;18;13;460;49
08:00;0.6;26;3;29;8;380;38
09:00;;;;;;;
10:00;;;;;;;
11:00;;20;8;;6;;28
12:00;;23;7;;8;;33
13:00;;18;6;;5;;25
14:00;;19;6;;5;;26
15:00;;20;8;;5;;27
16:00;;33;12;16;7;;43
17:00;;37;10;22;7;;47
18:00;;46;12;33;11;;63
19:00;;49;9;34;28;;91
20:00;;46;10;36;41;;108
21:00;;42;9;43;39;;100
22:00;;46;7;52;18;;73
23:00;;43;7;50;17;;68
