CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;15.9;45;17;168;141;2800;262
01:00;0.8;7;5;18;0;230;8
02:00;0.8;8;14;12;0;240;8
03:00;0.8;9;16;7;0;210;9
04:00;0.8;8;8;10;0;240;8
05:00;0.8;9;6;8;1;220;11
06:00;0.8;25;8;7;7;370;36
07:00;0.8;34;5;9;14;410;56
08:00;0.8;43;4;21;16;560;68
09:00;1.7;41;8;17;16;550;66
10:00;1;26;5;21;13;;46
11:00;0.8;16;5;26;9;250;30
12:00;0.8;15;4;21;9;220;29
13:00;0.8;14;4;26;7;240;26
14:00;0.8;17;3;21;9;340;32
15:00;0.8;27;4;12;14;420;49
16:00;0.8;51;6;23;40;760;112
17:00;1.7;65;10;30;69;920;171
18:00;4.2;75;12;91;214;2100;401
19:00;8.2;65;11;152;109;1430;233
20:00;7.6;68;16;114;82;1460;195
21:00;6;53;11;93;88;1310;188
22:00;5.4;59;11;111;191;1910;351
23:00;9.8;57;12;147;241;3010;426
