CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;0.4;13;1;4;280;18
01:00;0.4;8;1;1;230;11
02:00;0.4;14;1;4;220;20
03:00;0.9;15;2;3;240;19
04:00;0.4;12;2;2;210;15
05:00;0.4;14;3;3;200;18
06:00;0.4;25;3;14;410;45
07:00;1;38;2;31;620;85
08:00;1.5;41;2;33;730;91
09:00;1.6;40;2;22;590;73
10:00;1.1;26;1;20;440;57
11:00;1.1;23;1;20;420;54
12:00;;22;1;21;420;54
13:00;;21;2;21;320;53
14:00;;24;2;20;330;55
15:00;;23;3;24;310;59
16:00;;24;5;26;400;63
17:00;;29;3;36;450;84
18:00;;35;3;44;;101
19:00;;36;3;43;540;101
20:00;;36;3;41;620;99
21:00;;34;3;41;570;96
22:00;;31;3;31;580;78
23:00;;23;3;15;480;46
