CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;28.3;30;6;183;208;3280;348
01:00;14.5;30;;183;91;1960;168
02:00;13.2;24;;183;95;1960;169
03:00;13.3;21;;183;103;;178
04:00;13.9;18;;183;69;1990;123
05:00;12.6;17;;183;54;1670;99
06:00;10.3;23;;183;95;1530;167
07:00;10.8;25;;183;129;1930;221
08:00;12.6;26;;183;153;2030;260
09:00;12.6;36;;183;203;2230;346
10:00;13.7;40;;183;160;2310;284
11:00;12.3;38;;183;88;1390;172
12:00;11.4;54;;183;91;1570;192
13:00;13.9;53;;183;55;1210;137
14:00;9.2;47;11;183;50;970;124
15:00;7.5;50;12;183;51;1100;127
16:00;10.9;57;11;183;118;1530;237
17:00;10.5;71;7;183;350;2770;606
18:00;15.5;71;7;183;448;3080;755
19:00;17.7;67;7;183;502;4090;834
20:00;27.7;68;8;183;560;4710;922
21:00;28.5;55;8;183;491;4430;805
22:00;28.2;44;7;183;400;4090;655
23:00;30.3;35;7;183;298;3670;491
