CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;12.8;27;4;198;92;1880;167
01:00;7.4;29;3;113;47;1160;99
02:00;7.3;22;3;89;43;;88
03:00;7.4;21;3;99;41;1360;84
04:00;6.9;21;5;84;43;1490;87
05:00;7.9;22;4;99;71;1610;130
06:00;7.4;27;5;102;108;1960;192
07:00;8.5;25;6;87;88;1710;158
08:00;8;34;6;116;134;1550;239
09:00;7.7;38;7;137;97;1130;185
10:00;5;41;9;130;80;1330;162
11:00;5.5;30;8;108;12;760;48
12:00;2.7;22;7;44;6;510;30
13:00;1.1;22;4;42;6;480;30
14:00;1.1;36;4;31;12;500;53
15:00;1.3;64;4;76;62;1120;157
16:00;3.8;72;4;87;78;1480;191
17:00;6.5;76;9;90;115;1630;250
18:00;5.2;69;5;150;80;1510;190
19:00;6.3;66;3;151;154;1930;300
20:00;8;57;6;171;282;3030;486
21:00;13.9;47;8;239;363;3560;600
22:00;17.4;41;7;240;318;3030;527
23:00;15.1;27;5;229;165;2460;279
