CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;6.8;27;4;18;1220;54
01:00;5.9;21;3;25;720;59
02:00;6.7;10;2;52;1010;90
03:00;5.5;11;2;46;840;81
04:00;5.8;12;2;35;730;65
05:00;4.9;10;2;29;760;53
06:00;3.9;10;3;52;680;90
07:00;4;12;3;119;990;194
08:00;4.9;15;3;165;1140;268
09:00;5.5;34;4;103;970;190
10:00;6.5;31;5;19;380;60
11:00;0.9;13;5;4;210;19
12:00;0.4;10;5;2;130;14
13:00;0.9;10;6;3;180;14
14:00;1.1;11;6;2;160;14
15:00;0.9;9;6;2;120;11
16:00;0.4;9;6;2;170;11
17:00;0.7;13;5;2;220;15
18:00;1.2;37;4;6;350;46
19:00;2.4;43;5;7;710;52
20:00;9.8;29;3;19;1640;58
21:00;12.6;38;3;58;1420;126
22:00;12.1;34;3;64;1350;132
23:00;9.8;32;3;61;1100;124
