CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;39;1;28;13;7;360;49
01:00;31;1;28;13;5;330;37
02:00;12;2;5;5;1;;13
03:00;13;2;6;5;2;;15
04:00;11;2;5;5;1;;12
05:00;14;2;7;5;2;;17
06:00;26;2;10;5;10;;40
07:00;33;3;22;10;22;;65
08:00;36;4;27;14;28;;77
09:00;32;5;28;14;22;;64
10:00;32;5;26;14;20;;62
11:00;31;4;30;18;16;;55
12:00;32;6;29;14;21;;62
13:00;26;7;11;5;11;;43
14:00;25;4;9;5;10;;39
15:00;33;8;15;5;11;330;51
16:00;42;;9;5;15;;63
17:00;30;3;7;5;13;350;48
18:00;21;2;7;5;5;290;28
19:00;27;2;5;5;7;340;37
20:00;49;1;10;5;14;430;70
21:00;44;1;9;5;9;380;58
22:00;48;1;14;6;12;410;65
23:00;46;1;28;14;14;430;66
