CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;6.6;28;1;98;72;28;1180;70
01:00;6.7;21;2;85;62;35;1170;75
02:00;2.8;19;2;36;23;2;550;23
03:00;1.6;14;3;33;21;3;450;18
04:00;2.8;11;2;36;23;3;460;14
05:00;5.7;12;2;34;22;6;440;19
06:00;;8;1;36;22;6;390;18
07:00;;9;1;34;21;17;440;35
08:00;3.5;16;2;35;22;34;520;67
09:00;2;20;5;50;30;9;490;34
10:00;4.8;26;6;59;33;15;540;49
11:00;5.8;27;13;61;37;11;690;43
12:00;6.3;40;39;58;36;16;700;64
13:00;2.5;36;19;39;23;10;680;50
14:00;3.9;23;16;35;19;5;550;30
15:00;2.2;20;11;33;18;4;530;25
16:00;1.2;19;9;37;20;3;530;23
17:00;1.2;19;9;59;37;2;680;22
18:00;2.4;21;9;68;43;2;790;24
19:00;1.4;18;6;58;35;2;660;21
20:00;2.7;22;5;146;105;4;1110;27
21:00;;37;4;108;77;11;1170;53
22:00;5.5;41;3;117;86;11;1250;58
23:00;5.4;28;1;116;86;16;1140;51
