CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;1.3;14;8;32;24;2;360;16
01:00;1;10;6;14;10;1;290;11
02:00;1;11;7;14;10;1;280;12
03:00;0.7;12;8;16;11;1;290;14
04:00;0.4;13;8;16;11;1;290;14
05:00;0.4;8;9;7;4;1;210;10
06:00;0.4;14;10;7;3;3;220;18
07:00;0.4;22;11;8;3;7;270;32
08:00;0.4;25;12;11;5;8;310;37
09:00;0.4;30;14;14;8;11;340;46
10:00;0.4;32;17;18;10;10;350;46
11:00;0.4;21;16;15;8;5;300;30
12:00;0.4;22;16;17;11;7;400;33
13:00;0.4;29;20;20;12;10;440;45
14:00;0.4;32;19;20;13;12;430;49
15:00;0.7;44;15;28;18;19;470;72
16:00;1;42;11;35;24;20;440;73
17:00;1;43;11;38;27;17;450;69
18:00;1.2;47;14;44;32;18;460;75
19:00;1.3;41;15;37;26;11;410;57
20:00;1.2;38;12;31;22;8;350;50
21:00;1.2;32;10;34;25;6;390;42
22:00;1.3;28;8;33;24;6;400;38
23:00;1.3;22;8;31;23;6;390;31
