CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;7.89799;30.6851;6.5544;102.015;83.8859;59.7285;1310.44;1226.39;122.276
01:00;6.92666;38.4899;7.7657;173.843;143.252;172.772;2301.1;1306.21;303.414
02:00;8.13601;38.073;6.9241;165.939;136.242;139.843;2263.38;1499.48;252.595
03:00;9.01045;33.0465;7.0889;155.293;127.849;130.126;2124.01;1691.72;232.669
04:00;8.4866;34.8139;7.4649;129.964;105.721;107.118;1659.74;1822.62;199.14
05:00;7.694;31.8849;7.4952;125.436;103.618;103.778;1625.59;1918.25;191.083
06:00;7.17293;36.6621;8.2297;121.072;99.4662;126.472;1839.14;2016.84;230.68
07:00;7.2593;40.7315;8.4898;128.69;106.152;160.004;1957.32;2022.96;286.233
08:00;8.28941;49.256;9.5811;141.076;117.094;266.894;2266.31;2004.57;458.696
09:00;9.57669;42.9261;10.4331;184.919;152.689;224.819;2794.26;2066.22;387.819
10:00;11.1119;49.434;21.6021;175.242;144.063;139.407;2399.3;2083.21;263.253
11:00;10.2963;59.2701;31.3929;112.546;91.2357;104.187;1571.45;2014.14;219.097
12:00;9.182;50.0728;23.8592;86.5992;67.0676;48.7123;979.71;1929.13;124.801
13:00;8.505;43.9581;26.2;89.7523;60.7315;18.2377;890.778;1837.28;71.9336
14:00;8.13746;31.5682;27.6431;64.2131;47.1594;8.92367;696.517;1694.46;45.2541
15:00;7.23505;37.8333;16.2176;64.3363;50.9845;8.91293;663.36;1532.71;51.5123
16:00;7.34051;46.868;13.5864;82.2462;62.078;37.1772;1088.86;1385.53;103.889
17:00;8.07156;40.3404;13.1705;83.3572;64.1021;18.8311;1077.86;1170.98;69.2246
18:00;8.68701;31.4476;14.7007;85.92;66.1834;3.73165;1055.43;1003;37.1685
19:00;8.00138;20.5961;9.6807;74.0967;59.9355;2.21031;872.449;915.621;23.9874
20:00;7.96364;28.4187;12.7064;77.7168;59.3227;5.48784;1365.55;963.85;36.8279
21:00;7.66527;34.3245;9.8883;78.8275;63.9148;32.6375;1309.89;1016.24;84.3904
22:00;7.59604;38.7893;6.7089;91.2816;74.9678;75.8893;1331.76;1095.64;155.233
23:00;7.78875;35.0106;6.4695;110.436;90.9288;73.0777;1487.71;1198.69;147.199
