CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;0.4;35;8;34;5;650;43
01:00;0.4;19;8;36;1;290;21
02:00;0.4;16;6;32;0;280;16
03:00;0.4;11;5;31;0;270;11
04:00;0.4;7;4;26;0;210;5
05:00;0.4;5;3;19;0;190;5
06:00;0.4;9;3;16;1;210;10
07:00;0.4;13;5;11;4;220;19
08:00;0.4;15;3;18;4;340;21
09:00;0.4;16;6;36;5;340;24
10:00;0.4;15;9;42;6;370;23
11:00;0.4;18;8;35;6;350;27
12:00;0.4;;;21;;;
13:00;0.4;15;8;12;7;460;26
14:00;0.4;14;6;16;6;;23
15:00;0.4;13;6;27;6;350;21
16:00;0.4;12;4;25;5;370;19
17:00;0.4;12;5;19;4;350;18
18:00;0.4;22;3;31;5;470;30
19:00;0.4;29;4;30;7;550;39
20:00;0.4;32;5;33;11;600;47
21:00;0.4;29;6;48;6;550;38
22:00;0.4;34;6;38;9;630;47
23:00;0.4;30;7;43;6;560;40
