CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;1.6;19;19;62;48;4;440;24
01:00;1.5;14;14;38;29;2;240;17
02:00;1.3;12;15;48;38;1;260;14
03:00;1.2;10;14;40;30;1;250;11
04:00;1;11;13;30;22;1;260;13
05:00;1;13;14;30;22;2;260;15
06:00;1;15;16;27;20;3;270;19
07:00;1;17;16;27;20;5;270;25
08:00;0.7;18;15;24;16;6;260;27
09:00;0.7;18;16;28;20;7;300;28
10:00;1;17;18;32;23;10;310;32
11:00;1;15;17;32;23;10;290;29
12:00;1;14;15;24;19;9;260;28
13:00;1;13;11;24;15;7;240;23
14:00;1;15;11;28;20;7;270;26
15:00;1;21;14;36;26;10;350;35
16:00;1;19;13;34;25;6;310;28
17:00;1;21;12;40;30;6;350;29
18:00;1;19;12;40;30;6;330;28
19:00;1;17;12;37;28;5;310;25
20:00;1;24;21;46;34;6;360;33
21:00;1.3;25;21;54;42;7;400;35
22:00;1.3;24;22;60;48;7;460;34
23:00;1.5;23;21;61;46;6;440;31
