CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;4.2;34;17;131;104;6;1140;43
01:00;1.6;15;13;36;29;3;400;19
02:00;1.5;13;12;29;22;3;360;16
03:00;1.3;12;11;26;20;2;350;14
04:00;1.3;11;10;21;15;2;290;14
05:00;1.2;13;10;21;15;2;290;15
06:00;1;18;14;27;19;4;330;23
07:00;1;17;17;21;15;5;330;25
08:00;1;14;14;31;23;4;400;20
09:00;1.3;20;14;41;29;9;490;35
10:00;1.5;22;18;47;34;14;580;43
11:00;1.6;21;25;52;38;13;540;40
12:00;1.8;19;31;45;33;9;450;33
13:00;1.8;20;34;48;37;9;450;33
14:00;2.1;18;27;69;53;6;620;28
15:00;2.9;15;23;67;50;3;760;20
16:00;2.9;;;77;61;;;
17:00;2.9;18;15;91;72;1;700;20
18:00;2.9;24;15;106;81;2;830;27
19:00;2.9;30;16;101;78;2;700;32
20:00;3.1;31;17;102;77;3;840;35
21:00;3.2;36;16;109;87;7;1110;45
22:00;3.6;30;18;113;86;4;1490;36
23:00;3.8;30;20;114;87;6;1200;39
