CZAS;Benzen;Dwutlenek siarki;Pył zawieszony PM10;Tlenek węgla
00:00;2.5;2;60;710
01:00;2;2;55;700
02:00;1;2;33;510
03:00;1;2;30;410
04:00;0.6;2;17;370
05:00;0.6;2;19;460
06:00;1;2;26;490
07:00;1;2;32;820
08:00;1.5;;36;610
09:00;1;;44;460
10:00;0.6;3;25;460
11:00;0.4;4;34;
12:00;0.9;4;17;560
13:00;0.9;5;21;460
14:00;0.4;4;19;410
15:00;0.4;4;11;490
16:00;0.9;5;24;570
17:00;0.9;5;16;560
18:00;0.9;2;37;580
19:00;1;1;27;380
20:00;0.6;1;19;460
21:00;0.6;1;27;460
22:00;1;1;33;660
23:00;1.8;3;37;1020
