CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;1.2;39;4;29;24;560;74
01:00;1.2;33;5;30;27;540;74
02:00;3;51;3;52;22;560;84
03:00;2.7;37;4;47;20;480;66
04:00;4.8;32;4;58;9;410;45
05:00;5.7;26;3;58;8;400;37
06:00;5.7;25;3;49;30;470;70
07:00;5.9;31;3;50;40;540;92
08:00;5.4;42;3;53;15;440;64
09:00;3.9;42;3;56;12;370;59
10:00;1.5;39;4;46;13;430;58
11:00;1;26;8;32;8;320;37
12:00;0.5;24;16;24;8;290;35
13:00;0.5;28;32;17;6;290;37
14:00;0.5;28;11;18;6;310;37
15:00;0.5;30;6;21;5;390;37
16:00;0.5;27;6;32;7;410;37
17:00;0.5;28;3;25;8;410;39
18:00;0.5;27;6;30;6;;35
19:00;0.5;34;16;23;7;420;44
20:00;0.8;58;5;28;11;580;74
21:00;1;52;5;26;10;490;67
22:00;1.2;45;5;23;8;440;57
23:00;1.2;40;5;36;13;470;60
